,S,e_S,E,e_E,I,e_I,R,e_R,vac_num,e_vac
0,999.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,998.4166666666666,0.7851043808875945,0.5833333333333334,0.7851043808875909,0.7433333333333333,0.43679387460092567,0.25666666666666665,0.43679387460092567,0.0,0.0
2,998.08,1.0067770358922576,0.92,1.006777035892258,0.5866666666666667,0.4924316083365159,0.41333333333333333,0.4924316083365159,0.0,0.0
3,997.8433333333334,1.185519108051637,0.5733333333333334,0.8820178884555324,1.0333333333333334,0.9231588282750816,0.55,0.49749371855331026,0.0,0.0
4,997.5666666666667,1.43488288333539,0.5133333333333333,0.7978025375297386,1.1066666666666667,1.0841074157521886,0.8133333333333334,0.6152145064031646,0.0,0.0
5,997.2866666666666,1.70229909893128,0.5566666666666666,0.8327397886228062,1.0966666666666667,1.1974927510798896,1.06,0.6706216021970471,0.0,0.0
6,997.0066666666667,2.0461237064806825,0.56,1.0065121294185528,1.0666666666666667,1.2310790208412936,1.3666666666666667,0.8319989316232462,0.0,0.0
7,996.68,2.4435493310619507,0.6066666666666667,1.0576493852984639,1.07,1.2537011871521337,1.6433333333333333,0.9606190133913071,0.0,0.0
8,996.3433333333334,2.849348853490718,0.6633333333333333,1.14163138631619,1.1033333333333333,1.4303806797104353,1.89,1.1333872536192853,0.0,0.0
9,996.0333333333333,3.166315770032358,0.6466666666666666,1.0654367909714544,1.1766666666666667,1.610006901296461,2.1433333333333335,1.3327123553948987,0.0,0.0
10,995.76,3.5789756448831453,0.5833333333333334,1.0784505345891169,1.2466666666666666,1.7867537292220486,2.41,1.5817395487247567,0.0,0.0
11,995.4666666666667,3.952495695408444,0.5666666666666667,1.0418999738725216,1.24,1.746157686655665,2.7266666666666666,1.8722416748082717,0.0,0.0
12,995.18,4.345986654374354,0.58,1.06939235082359,1.25,1.8094658512021349,2.99,2.1424051904343386,0.0,0.0
13,994.85,4.905184332248208,0.6166666666666667,1.320248293146241,1.2066666666666668,1.7749992175272187,3.3266666666666667,2.5935732536834606,0.0,0.0
14,994.5133333333333,5.416932301178922,0.6666666666666666,1.349897115421108,1.1766666666666667,1.7810452611380303,3.6433333333333335,2.923945203924924,0.0,0.0
15,994.2333333333333,5.799904213768428,0.6166666666666667,1.2368193975767967,1.1966666666666668,1.9844366678956749,3.953333333333333,3.292084783571379,0.0,0.0
16,993.9366666666666,6.226769271103237,0.5766666666666667,1.1448968900686618,1.22,2.147463620180789,4.266666666666667,3.658171978218388,0.0,0.0
17,993.63,6.695752384907922,0.6033333333333334,1.1801082812842025,1.2233333333333334,2.1150545041571758,4.543333333333333,4.056450281821396,0.0,0.0
18,993.2466666666667,7.280509750163256,0.69,1.3566748566501323,1.1866666666666668,1.999622186536468,4.876666666666667,4.519010461987842,0.0,0.0
19,992.9833333333333,7.7663626549942295,0.6466666666666666,1.3982687708575763,1.21,2.0410536494663707,5.16,4.984081326249263,0.0,0.0
20,992.6333333333333,8.300133867729027,0.6133333333333333,1.3989837581457343,1.3266666666666667,2.275951571443374,5.426666666666667,5.412758590178905,0.0,0.0
21,992.2833333333333,8.819848197232321,0.7,1.4933184523068095,1.2333333333333334,2.2012622641465454,5.783333333333333,5.937709060646949,0.0,0.0
22,991.99,9.308592804500588,0.6433333333333333,1.322669858867115,1.3066666666666666,2.4095550534394414,6.06,6.336907763254886,0.0,0.0
23,991.6666666666666,9.822197083929623,0.6166666666666667,1.3698134503971318,1.39,2.618759248193693,6.326666666666667,6.694770761986967,0.0,0.0
24,991.3233333333334,10.355294405386179,0.6666666666666666,1.4659088951530703,1.3733333333333333,2.606521735101313,6.636666666666667,7.179924945444912,0.0,0.0
25,990.94,11.126982220410575,0.7266666666666667,1.6468016139036104,1.4233333333333333,2.769618906797268,6.91,7.584758840376309,0.0,0.0
26,990.5933333333334,11.767524048083448,0.73,1.801045992379617,1.4266666666666667,2.7900935866422483,7.25,8.115468768551409,0.0,0.0
27,990.22,12.401005335590073,0.72,1.6517465503722661,1.4433333333333334,2.920066589803889,7.616666666666666,8.682341594037611,0.0,0.0
28,989.9,13.00935560792053,0.6933333333333334,1.6368533498419695,1.4233333333333333,3.0426067040541955,7.983333333333333,9.270547748410303,0.0,0.0
29,989.5233333333333,13.68732219569953,0.6966666666666667,1.7314701524683804,1.47,3.218037704357522,8.31,9.787435823544385,0.0,0.0
30,989.18,14.388222035169344,0.72,1.844342701343765,1.45,3.1465589670834566,8.65,10.371475304892732,0.0,0.0
31,988.7933333333333,15.087653524948426,0.73,1.7973406280761985,1.46,3.2303353799051133,9.016666666666667,11.005894885115984,0.0,0.0
32,988.4466666666667,15.78376240177085,0.7333333333333333,1.7326921891156062,1.44,3.2320891076825298,9.38,11.674285131575859,0.0,0.0
33,988.1066666666667,16.481564111320104,0.6866666666666666,1.6738644575419548,1.49,3.402435402276824,9.716666666666667,12.267696967601097,0.0,0.0
34,987.7633333333333,17.2098999286909,0.6833333333333333,1.8265784650238588,1.5,3.5,10.053333333333333,12.829802111576893,0.0,0.0
35,987.38,17.97486022198781,0.7266666666666667,1.898759829175051,1.4933333333333334,3.5085546248498956,10.4,13.563185466548784,0.0,0.0
36,987.02,18.769823298759796,0.7433333333333333,1.9725082734652633,1.4533333333333334,3.4977834250977873,10.783333333333333,14.313270842900383,0.0,0.0
37,986.6466666666666,19.54333191199041,0.7333333333333333,1.9379255804998223,1.4833333333333334,3.634518155439905,11.136666666666667,15.027907002935851,0.0,0.0
38,986.3,20.351003251273237,0.72,1.9633984143146668,1.5066666666666666,3.8074430031482085,11.473333333333333,15.65064286929526,0.0,0.0
39,985.94,21.055080147080876,0.7066666666666667,1.8745547619516396,1.4666666666666666,3.8011694107062577,11.886666666666667,16.46593925518843,0.0,0.0
40,985.64,21.78892073202954,0.66,1.9020339989951145,1.41,3.7490309859126723,12.29,17.34990585949482,0.0,0.0
41,985.2066666666667,22.736548159785,0.7333333333333333,2.2080660215572316,1.4366666666666668,3.737109697197672,12.623333333333333,18.07709754234776,0.0,0.0
42,984.8766666666667,23.479667563423654,0.7633333333333333,2.2377046771685905,1.3933333333333333,3.664053614357851,12.966666666666667,18.79589198616428,0.0,0.0
43,984.5733333333334,24.176944021571973,0.6333333333333333,1.85262576421204,1.49,4.099174713687286,13.303333333333333,19.50481963230857,0.0,0.0
44,984.25,24.983477873720197,0.6266666666666667,1.902793268387878,1.43,3.937651584383761,13.693333333333333,20.298750919425796,0.0,0.0
45,983.9466666666667,25.685219268849714,0.6266666666666667,1.9288914490510407,1.3833333333333333,3.7713466501444213,14.043333333333333,21.022720777503803,0.0,0.0
46,983.6333333333333,26.406922493080373,0.6166666666666667,1.8662946057778673,1.3166666666666667,3.7482959091061985,14.433333333333334,21.916026606623348,0.0,0.0
47,983.2766666666666,27.279542803272147,0.67,2.1712745872720376,1.3233333333333333,3.7029882827551788,14.73,22.60701439819067,0.0,0.0
48,982.8633333333333,28.253577747880996,0.77,2.3700421937172442,1.34,3.8023326173986023,15.026666666666667,23.307923307083577,0.0,0.0
49,982.5,29.09885450208192,0.7766666666666666,2.2435363949701235,1.36,4.13244076384242,15.363333333333333,24.027164950437964,0.0,0.0
50,982.2133333333334,29.706359962510035,0.65,1.8131464364468768,1.4066666666666667,4.294332181945029,15.73,24.739248843352783,0.0,0.0
51,981.8733333333333,30.540748008011974,0.6266666666666667,1.8992864157069334,1.4,4.064480286580318,16.1,25.71089263327899,0.0,0.0
52,981.51,31.375838368613092,0.7033333333333334,2.11707082755605,1.33,3.669845591665498,16.456666666666667,26.639722012229985,0.0,0.0
53,981.13,32.26607764613892,0.7433333333333333,2.122291738244828,1.31,3.815831058454593,16.816666666666666,27.34610981880644,0.0,0.0
54,980.8333333333334,32.97290133158168,0.6766666666666666,2.0162974868693273,1.33,3.762237809247756,17.16,28.233214482237045,0.0,0.0
55,980.4966666666667,33.74280153685457,0.6333333333333333,1.9267128022157969,1.3933333333333333,3.8650513867505314,17.476666666666667,28.968536763568522,0.0,0.0
56,980.2033333333334,34.358628060826604,0.63,1.7719386746348322,1.37,3.860021588886103,17.796666666666667,29.821949224615693,0.0,0.0
57,979.8566666666667,35.158632731600235,0.64,1.819450466487059,1.36,3.740374312819508,18.143333333333334,30.630313779362744,0.0,0.0
58,979.5333333333333,35.96417971012577,0.67,2.005268061881008,1.2866666666666666,3.455115370320099,18.51,31.457218037624802,0.0,0.0
59,979.19,36.73663793363059,0.6666666666666666,2.1139746660943852,1.34,3.6739261469623044,18.803333333333335,32.07238670396843,0.0,0.0
60,978.89,37.42625504464302,0.6433333333333333,1.8822297651691953,1.3233333333333333,3.7343614655728556,19.143333333333334,32.8785054742794,0.0,0.0
61,978.6033333333334,38.0757051441234,0.5866666666666667,1.6820093803411271,1.3333333333333333,3.790631726887869,19.476666666666667,33.5985533749429,0.0,0.0
62,978.2733333333333,38.81123491407551,0.6166666666666667,1.9069317997476725,1.31,3.7014276524966325,19.8,34.28925973731914,0.0,0.0
63,977.9966666666667,39.514849388833824,0.6066666666666667,1.7959089311234224,1.32,3.836352434279215,20.076666666666668,34.90650544271398,0.0,0.0
64,977.7566666666667,40.04086398779242,0.5166666666666667,1.5988711295438702,1.35,3.849783543698717,20.376666666666665,35.608540018122376,0.0,0.0
65,977.4866666666667,40.72881644350701,0.51,1.6622976067279054,1.3133333333333332,3.7392274900335,20.69,36.35052360925034,0.0,0.0
66,977.1666666666666,41.59589990478489,0.59,1.9566723452501353,1.2,3.466987164671948,21.043333333333333,37.238261535982446,0.0,0.0
67,976.9166666666666,42.21630477539323,0.57,1.8032655563356859,1.1966666666666668,3.5587435360749864,21.316666666666666,37.83617830712939,0.0,0.0
68,976.5766666666667,43.12490528169948,0.59,1.9803787516533269,1.2166666666666666,3.6445926460381695,21.616666666666667,38.58682489601282,0.0,0.0
69,976.3266666666667,43.80821789979083,0.59,1.9854218695279808,1.17,3.481537016893539,21.913333333333334,39.27152261994548,0.0,0.0
70,976.1033333333334,44.312368351160025,0.47333333333333333,1.5283833143408556,1.2333333333333334,3.769025809881858,22.19,39.93328478015971,0.0,0.0
71,975.83,44.96429435303821,0.49666666666666665,1.6542840008763808,1.1666666666666667,3.733482139891528,22.506666666666668,40.663865477295076,0.0,0.0
72,975.5633333333334,45.62929602301086,0.54,1.8748511051992047,1.1166666666666667,3.4520122955877417,22.78,41.401106265412686,0.0,0.0
73,975.37,46.10603467370985,0.46,1.6273905493150633,1.06,3.280711304986558,23.11,42.234163501443575,0.0,0.0
74,975.1466666666666,46.71015402339087,0.4166666666666667,1.5197770304298612,1.0366666666666666,3.3993120218982757,23.4,42.94026859099356,0.0,0.0
75,974.9366666666666,47.24079440013215,0.43333333333333335,1.5807874268505875,1.0233333333333334,3.274566977309971,23.606666666666666,43.46376217289783,0.0,0.0
76,974.7433333333333,47.6921110410889,0.4033333333333333,1.3567076160896097,1.0066666666666666,3.181187758614003,23.846666666666668,44.11065429374426,0.0,0.0
77,974.5466666666666,48.202432395978576,0.39,1.3630480549122284,0.9433333333333334,2.9416756373800883,24.12,44.81709792776267,0.0,0.0
78,974.3733333333333,48.632779983143934,0.37,1.2568876905542028,0.8966666666666666,2.810573290669051,24.36,45.4780210651255,0.0,0.0
79,974.1533333333333,49.14580167442815,0.3933333333333333,1.3058671023074628,0.86,2.6982216365599125,24.593333333333334,46.047598079475165,0.0,0.0
80,973.9333333333333,49.65858994731481,0.44,1.411760130711542,0.8533333333333334,2.676780819483649,24.773333333333333,46.49209920931608,0.0,0.0
81,973.7666666666667,50.06414773956393,0.38666666666666666,1.282116306043341,0.8933333333333333,2.774038371920785,24.953333333333333,46.90114947655575,0.0,0.0
82,973.5633333333334,50.54937509230184,0.37,1.2621806526801194,0.8733333333333333,2.6827763397064697,25.19333333333333,47.480339322947316,0.0,0.0
83,973.34,51.051259207454095,0.4266666666666667,1.3483158218887574,0.8333333333333334,2.5492918406665104,25.4,47.985900707047975,0.0,0.0
84,973.2,51.3511440963101,0.36333333333333334,1.1907933863138842,0.8166666666666667,2.5605446469235553,25.62,48.51009104643417,0.0,0.0
85,973.02,51.7961349909431,0.32,1.1243961342279059,0.8166666666666667,2.4959411495911135,25.843333333333334,49.080533706235215,0.0,0.0
86,972.82,52.29997705544439,0.38,1.3224724319747994,0.7466666666666667,2.3157048363055464,26.053333333333335,49.62187510452305,0.0,0.0
87,972.64,52.70360898458467,0.38,1.327503923409144,0.73,2.2957424361921186,26.25,50.073287955422565,0.0,0.0
88,972.4833333333333,53.10527019253567,0.33666666666666667,1.2529919747902987,0.7566666666666667,2.4257209695721897,26.423333333333332,50.45265888819822,0.0,0.0
89,972.3166666666667,53.50703743953271,0.3233333333333333,1.145479036133891,0.7566666666666667,2.439423884627045,26.60333333333333,50.8693030116287,0.0,0.0
90,972.1333333333333,53.972482700806786,0.35,1.1919871363959156,0.68,2.202483446778501,26.836666666666666,51.39892984186438,0.0,0.0
91,971.9333333333333,54.47135842705674,0.38333333333333336,1.3624936289351552,0.6666666666666666,2.157673644357635,27.016666666666666,51.82788556580547,0.0,0.0
92,971.7666666666667,54.89297668089143,0.36666666666666664,1.3828312341794387,0.6766666666666666,2.187568411628667,27.19,52.26554537487712,0.0,0.0
93,971.6333333333333,55.193105447047394,0.3,1.0630145812734622,0.7133333333333334,2.3575033875314473,27.35333333333333,52.66980623553574,0.0,0.0
94,971.4766666666667,55.58155679319849,0.29,1.1251222155837084,0.6866666666666666,2.314120903400589,27.546666666666667,53.11284674058513,0.0,0.0
95,971.3,56.05916517394816,0.3333333333333333,1.220200347848205,0.6833333333333333,2.2397296463834384,27.683333333333334,53.46372342273051,0.0,0.0
96,971.15,56.43563442837638,0.32666666666666666,1.2596119331850668,0.6666666666666666,2.264705033528396,27.856666666666666,53.90939425451644,0.0,0.0
97,971.0,56.798708905514154,0.3,1.1503622617824907,0.68,2.3059921942625854,28.02,54.339546066071115,0.0,0.0
98,970.88,57.116071293463385,0.27,0.9918501230864822,0.6033333333333334,2.1570015195997305,28.246666666666666,54.947421737107604,0.0,0.0
99,970.7433333333333,57.44554629289284,0.25666666666666665,0.9259889608173295,0.6,2.16178938227879,28.4,55.29792039489372,0.0,0.0
100,970.6433333333333,57.68208377727769,0.24,0.8616263691415202,0.5833333333333334,2.1824425663818943,28.533333333333335,55.659939713306194,0.0,0.0
101,970.5,58.05402656147117,0.25333333333333335,0.9178719349064386,0.5766666666666667,2.1191481517083472,28.67,55.96684524490076,0.0,0.0
102,970.3666666666667,58.4013603342326,0.2866666666666667,1.0541136350297127,0.5033333333333333,1.8823714357751578,28.843333333333334,56.39419700248908,0.0,0.0
103,970.2533333333333,58.659263169217894,0.25666666666666665,1.057097703883398,0.5166666666666667,1.8981716349043776,28.973333333333333,56.69302681008389,0.0,0.0
104,970.1533333333333,58.91284372321158,0.22333333333333333,0.9202113283854351,0.55,1.9901842460770665,29.073333333333334,56.988021743364776,0.0,0.0
105,970.0333333333333,59.21890651547771,0.23,0.9400886483022025,0.5133333333333333,1.9139371869409838,29.223333333333333,57.36659994185538,0.0,0.0
106,969.93,59.47087606551628,0.23333333333333334,0.9826268648655802,0.48333333333333334,1.8555472388369876,29.35333333333333,57.66311780987519,0.0,0.0
107,969.81,59.78656956206813,0.23333333333333334,0.9445751543536492,0.48333333333333334,1.891134286318373,29.473333333333333,58.02737246813399,0.0,0.0
108,969.7,60.06310570280783,0.24,0.953449876326316,0.47333333333333333,1.7970222282678834,29.586666666666666,58.314284889915555,0.0,0.0
109,969.6166666666667,60.26355771848265,0.20333333333333334,0.81362699616525,0.48333333333333334,1.8555472388369871,29.696666666666665,58.60419201919114,0.0,0.0
110,969.4833333333333,60.568719007605,0.22666666666666666,0.9391248881568176,0.4766666666666667,1.8464711087790078,29.813333333333333,58.888299535835046,0.0,0.0
111,969.39,60.831279508708896,0.23666666666666666,1.0102749900673333,0.42333333333333334,1.628124346875537,29.95,59.22376353007863,0.0,0.0
112,969.3033333333333,61.090026372741306,0.19,0.864426592217833,0.47,1.8043743144554736,30.036666666666665,59.43205074331146,0.0,0.0
113,969.2366666666667,61.27022650158514,0.16333333333333333,0.7979069842754616,0.46,1.8243903091169886,30.14,59.66523610948002,0.0,0.0
114,969.1433333333333,61.53689507568251,0.17,0.8212389014978101,0.43666666666666665,1.7509965416553135,30.25,59.945704600079566,0.0,0.0
115,969.0466666666666,61.77495033497711,0.2,0.8981462390204968,0.38333333333333336,1.5672871111857227,30.37,60.269116745920016,0.0,0.0
116,968.97,61.965870444947384,0.18333333333333332,0.8886631657845514,0.37666666666666665,1.5983706982076669,30.47,60.53265592499082,0.0,0.0
117,968.91,62.12902086250299,0.14666666666666667,0.6965310872858136,0.38,1.6377627015739105,30.563333333333333,60.792263670817725,0.0,0.0
118,968.82,62.347046976313635,0.16,0.6935896961941294,0.3566666666666667,1.6721609438753897,30.663333333333334,61.04339977061866,0.0,0.0
119,968.7266666666667,62.59780578334112,0.19333333333333333,0.9179445638066724,0.3333333333333333,1.5712698332523527,30.746666666666666,61.24052978942039,0.0,0.0
120,968.6533333333333,62.77435640627642,0.17666666666666667,0.8157545927272197,0.3333333333333333,1.5084944665312956,30.836666666666666,61.45798013457838,0.0,0.0
121,968.6066666666667,62.881464854297256,0.13,0.6162521129105133,0.3333333333333333,1.6152055252780897,30.93,61.72016229185837,0.0,0.0
122,968.55,63.00656711803933,0.11333333333333333,0.5601983775612189,0.31666666666666665,1.4842693675864778,31.02,61.9423893630202,0.0,0.0
123,968.4833333333333,63.17148398517228,0.13333333333333333,0.6073622386096209,0.25666666666666665,1.2345534505327074,31.126666666666665,62.21224924044751,0.0,0.0
124,968.45,63.28238959879224,0.11,0.520800665642176,0.24333333333333335,1.156484135453469,31.196666666666665,62.386414030264326,0.0,0.0
125,968.3866666666667,63.42336968517385,0.10666666666666667,0.5615059117132171,0.25666666666666665,1.1905694249205072,31.25,62.52845352317615,0.0,0.0
126,968.3033333333333,63.6236171209682,0.15666666666666668,0.8749031692453489,0.24666666666666667,1.1485449732403004,31.293333333333333,62.655518157266535,0.0,0.0
127,968.25,63.74528087108357,0.14666666666666667,0.8032157590308837,0.24,1.2499599993599786,31.363333333333333,62.84757743054925,0.0,0.0
128,968.21,63.84866926308384,0.10333333333333333,0.5347792898840493,0.27,1.3725037947731404,31.416666666666668,62.999177684227625,0.0,0.0
129,968.1633333333333,63.9526646999343,0.09666666666666666,0.5360244604700645,0.25666666666666665,1.3332124945242474,31.483333333333334,63.160243736775456,0.0,0.0
130,968.1033333333334,64.10527270739037,0.11666666666666667,0.6400954789890543,0.23666666666666666,1.1947059145338723,31.543333333333333,63.283289965747485,0.0,0.0
131,968.0666666666667,64.19607118473496,0.10666666666666667,0.5790413533495609,0.23,1.212614255785134,31.596666666666668,63.42155776144956,0.0,0.0
132,968.0266666666666,64.28130331251505,0.08666666666666667,0.5220046828227607,0.23666666666666666,1.1863061250040885,31.65,63.51971478735306,0.0,0.0
133,967.9866666666667,64.36494767254065,0.09,0.5309425580983306,0.19333333333333333,1.024348031134387,31.73,63.706491819908,0.0,0.0
134,967.9333333333333,64.50112832777079,0.10333333333333333,0.5767629977343854,0.17333333333333334,0.9814728161741909,31.79,63.84036784564032,0.0,0.0
135,967.88,64.63883456045083,0.11666666666666667,0.6656241849238645,0.17,0.9871338983812353,31.833333333333332,63.94866865089709,0.0,0.0
136,967.8533333333334,64.70918396092546,0.09,0.5847221562417481,0.18333333333333332,1.031045855214766,31.873333333333335,64.0376240103339,0.0,0.0
137,967.8233333333334,64.78316748113579,0.06666666666666667,0.43461349368017715,0.19,1.089602373957275,31.92,64.14249969144228,0.0,0.0
138,967.7633333333333,64.92560349268146,0.1,0.6082762530298238,0.17,0.952767897584017,31.966666666666665,64.27144691765464,0.0,0.0
139,967.74,65.00199278996507,0.09333333333333334,0.5519259209551789,0.16,0.9134549797335378,32.00666666666667,64.37748018954728,0.0,0.0
140,967.7266666666667,65.04361579398514,0.04666666666666667,0.3019197833126468,0.19,1.0957037312461169,32.03666666666667,64.43416786836687,0.0,0.0
141,967.6866666666666,65.14677138755398,0.06333333333333334,0.41551841782953014,0.17666666666666667,0.9859625866239674,32.07333333333333,64.51543450127956,0.0,0.0
142,967.6533333333333,65.23873968399107,0.08333333333333333,0.602540916084173,0.14333333333333334,0.8100137173049743,32.12,64.63393535906661,0.0,0.0
143,967.6166666666667,65.34102633278891,0.08,0.5659210781254451,0.14333333333333334,0.8540817030914307,32.16,64.74195754429007,0.0,0.0
144,967.5866666666667,65.42901361186955,0.07666666666666666,0.5074007839524458,0.13,0.799854153372143,32.20666666666666,64.87565508125711,0.0,0.0
145,967.57,65.4737995944434,0.056666666666666664,0.4164799581679242,0.13333333333333333,0.8339997335464546,32.24,64.95887724809695,0.0,0.0
146,967.55,65.53193241974991,0.04666666666666667,0.33339999333466513,0.12666666666666668,0.8107335498725152,32.276666666666664,65.06535270189674,0.0,0.0
147,967.5,65.66950078486461,0.08,0.5035871324805664,0.10666666666666667,0.7224649164876823,32.31333333333333,65.17280994061525,0.0,0.0
148,967.47,65.74751528891917,0.09,0.5903953477684815,0.10666666666666667,0.6845598748263159,32.333333333333336,65.21509709330256,0.0,0.0
149,967.4433333333334,65.82547725277469,0.06666666666666667,0.5249338582674543,0.13666666666666666,0.9154173304503745,32.35333333333333,65.28640865873658,0.0,0.0
150,967.42,65.89539892890855,0.06,0.5257375771237977,0.14,1.003527113070031,32.38,65.35948490209105,0.0,0.0
151,967.4033333333333,65.93365849262591,0.05,0.46992907266238876,0.15,1.095825411885182,32.39666666666667,65.40453084882998,0.0,0.0
152,967.37,66.0291836993311,0.06,0.41999999999999976,0.12666666666666668,0.9612260689117602,32.443333333333335,65.53792888261131,0.0,0.0
153,967.3533333333334,66.07310463082214,0.06,0.4119870548128093,0.10333333333333333,0.832259307881597,32.483333333333334,65.63375444252918,0.0,0.0
154,967.34,66.11120227818174,0.04,0.35364765892999683,0.11666666666666667,0.8886631657845527,32.50333333333333,65.68853265389797,0.0,0.0
155,967.3066666666666,66.21001401265185,0.056666666666666664,0.5478341192571187,0.11666666666666667,0.89984566577954,32.52,65.73215549992767,0.0,0.0
156,967.2833333333333,66.28189588584662,0.06666666666666667,0.6497862896539311,0.1,0.7767453465154017,32.55,65.82122884500612,0.0,0.0
157,967.27,66.3226741016977,0.04666666666666667,0.41370950624267117,0.11333333333333333,0.9454217166017629,32.57,65.87218760599951,0.0,0.0
158,967.2533333333333,66.37878041127969,0.04,0.32413988749715233,0.10666666666666667,0.9636504668302848,32.6,65.95043593487472,0.0,0.0
159,967.24,66.41899126003047,0.04,0.40628397293846996,0.09666666666666666,0.8606134762804712,32.623333333333335,66.02076533603312,0.0,0.0
