,S,e_S,E,e_E,I,e_I,R,e_R,vac_num,e_vac
0,999.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,997.79,1.0516178012947477,1.21,1.0516178012947472,0.7366666666666667,0.44044169749115397,0.2633333333333333,0.44044169749115397,0.0,0.0
2,997.0866666666667,1.3610616771068427,1.9133333333333333,1.3610616771068411,0.5466666666666666,0.4978174587358521,0.4533333333333333,0.4978174587358521,0.0,0.0
3,996.6966666666667,1.5805027329583787,1.0933333333333333,1.1963648644493374,1.6433333333333333,1.138473637034351,0.5666666666666667,0.49553562491061576,0.0,0.0
4,996.18,2.0544910156370437,0.9066666666666666,1.2347559362976215,1.9333333333333333,1.3864422895390283,0.98,0.725442393761674,0.0,0.0
5,995.76,2.4308571876329337,0.9366666666666666,1.3413881698532373,1.9133333333333333,1.514096723756077,1.39,0.8705745229444735,0.0,0.0
6,995.44,2.660776828922964,0.74,1.0094883192324051,2.0033333333333334,1.757836422676722,1.8166666666666667,1.0691377626646403,0.0,0.0
7,994.4033333333333,3.5861756169428687,1.3566666666666667,1.5883289611692166,1.9133333333333333,1.9076570854206356,2.3266666666666667,1.3215983588905595,0.0,0.0
8,993.2966666666666,4.5499438335971565,2.1433333333333335,2.5105355780966137,1.72,1.7209299811439165,2.84,1.5256911002340336,0.0,0.0
9,992.36,5.440318618120334,2.0433333333333334,2.601561496913389,2.34,2.402304449204276,3.256666666666667,1.8066881917536926,0.0,0.0
10,991.3966666666666,6.338716133589059,1.9,2.294195574342631,2.8666666666666667,2.954469307488047,3.8366666666666664,2.273760956848563,0.0,0.0
11,989.9666666666667,7.7458949701689646,2.3933333333333335,3.0351203527299493,3.1333333333333333,3.4101156708957685,4.506666666666667,2.780279762102292,0.0,0.0
12,988.31,9.421990235613714,3.0866666666666664,3.728157125921002,3.3666666666666667,3.633944902658212,5.236666666666666,3.371545969169372,0.0,0.0
13,986.59,11.341159552708888,3.3766666666666665,4.113569685267958,3.9566666666666666,4.4047083394426405,6.076666666666667,4.073179211486881,0.0,0.0
14,984.7066666666667,13.383844323993342,3.6033333333333335,4.623777916619932,4.556666666666667,5.082006384184199,7.133333333333334,5.062498285322068,0.0,0.0
15,982.7633333333333,15.487004946800466,3.8266666666666667,4.797564196779669,5.086666666666667,5.860530882285513,8.323333333333334,6.216546915736704,0.0,0.0
16,980.7166666666667,17.726149860838042,3.99,4.962852002629135,5.68,6.594260130345675,9.613333333333333,7.488023029404283,0.0,0.0
17,978.2733333333333,20.349904722681675,4.49,5.515726002380224,6.163333333333333,7.067530607566465,11.073333333333334,9.013025142660059,0.0,0.0
18,975.49,23.220462958347763,5.226666666666667,6.148871621868695,6.666666666666667,7.860590874030335,12.616666666666667,10.534533159513465,0.0,0.0
19,972.2133333333334,26.879009571700276,6.06,7.255554194316695,7.416666666666667,8.614119546161154,14.31,12.42097285508131,0.0,0.0
20,968.79,30.680491630133083,6.7,8.263776376451627,8.323333333333334,9.528490028447445,16.186666666666667,14.316837018776951,0.0,0.0
21,965.1233333333333,34.758041595515074,7.09,8.600885613315256,9.47,11.056631494266227,18.316666666666666,16.471886824391294,0.0,0.0
22,960.5933333333334,40.09964200449786,8.196666666666667,10.150106184447326,10.45,12.181714438726042,20.76,19.20440227309006,0.0,0.0
23,955.8,45.41688379152992,9.323333333333334,11.233823431445284,11.583333333333334,13.572633822839567,23.293333333333333,21.91469724991783,0.0,0.0
24,950.4866666666667,51.153460184907225,10.106666666666667,11.81476289318675,13.156666666666666,15.63539112256408,26.25,25.16917757893571,0.0,0.0
25,944.5166666666667,57.73545752443256,11.283333333333333,12.93766035864118,14.716666666666667,17.277819757005084,29.483333333333334,28.73249708759906,0.0,0.0
26,938.4866666666667,64.4644849682538,12.0,14.009044697385091,16.41,19.11984745406373,33.10333333333333,32.729385199779635,0.0,0.0
27,931.68,71.9005628165269,12.836666666666666,14.838350836786274,18.393333333333334,21.11646961234027,37.09,37.254287001632456,0.0,0.0
28,924.1033333333334,79.65433230876747,14.383333333333333,15.88656840087106,19.946666666666665,22.92459717324509,41.56666666666667,42.26778389690613,0.0,0.0
29,915.82,88.27163153206887,15.86,17.18760406029104,21.83,25.04518117323168,46.49,47.644550930125604,0.0,0.0
30,906.66,97.73660726667367,17.44333333333333,19.049587630415775,24.04,26.873129082164336,51.85666666666667,53.48840487017307,0.0,0.0
31,897.0866666666667,107.39751311004476,18.733333333333334,20.15082022041675,26.243333333333332,28.8667765586823,57.93666666666667,60.16399246134596,0.0,0.0
32,886.8533333333334,117.39280992557515,19.80666666666667,20.584847717570224,29.033333333333335,31.721689040080403,64.30666666666667,67.00472089504007,0.0,0.0
33,875.76,128.47607715057313,21.326666666666668,22.225809821516552,31.293333333333333,33.73367193505953,71.62,74.69343300005247,0.0,0.0
34,864.1366666666667,139.42273124884935,22.716666666666665,23.20739226099211,33.61666666666667,35.37988678456858,79.53,82.97603529533892,0.0,0.0
35,851.4866666666667,151.18665005732345,24.273333333333333,24.130173826329724,36.233333333333334,37.97006130565973,88.00666666666666,91.63038045442259,0.0,0.0
36,838.8333333333334,162.56243586867024,25.303333333333335,24.676263673597113,38.54333333333334,39.5887373153303,97.32,101.11286235357659,0.0,0.0
37,826.0833333333334,173.8010828185167,25.403333333333332,24.518985614326606,41.28333333333333,41.54439058271155,107.23,111.06543311639906,0.0,0.0
38,812.5733333333334,185.54759844549025,26.26,25.073739250458825,43.82333333333333,43.38370034420247,117.34333333333333,120.79947070340262,0.0,0.0
39,798.4333333333333,197.22624628132584,27.65,25.579956346066457,45.63666666666666,44.40921063122927,128.28,131.28392234644224,0.0,0.0
40,784.3566666666667,208.65587967326073,28.216666666666665,25.716072579009584,48.03666666666667,46.174906484895985,139.39,141.50231293751582,0.0,0.0
41,769.66,220.34026201914773,28.773333333333333,25.827800697869883,50.51,47.636714482284205,151.05666666666667,151.99219318402137,0.0,0.0
42,755.3333333333334,231.38348159614938,29.023333333333333,25.78480409509102,51.81333333333333,48.09024664339147,163.83,163.2669422551098,0.0,0.0
43,740.38,242.5868825802418,29.28,25.717988516470978,53.403333333333336,48.64127865187022,176.93666666666667,174.68716606805683,0.0,0.0
44,726.04,252.76366774782585,29.293333333333333,25.207683132110507,54.21,48.68907372296169,190.45666666666668,186.12087861267904,0.0,0.0
45,711.4666666666667,262.84987265653285,28.913333333333334,24.57992044106104,55.67,49.11497836709291,203.95,197.30788335323382,0.0,0.0
46,697.5033333333333,272.33855766102766,28.536666666666665,24.605459872872807,55.93,48.47616355832346,218.03,208.53334449595027,0.0,0.0
47,683.9,281.2921316591229,27.566666666666666,24.154479685741304,56.586666666666666,48.39038288291954,231.94666666666666,219.50028964799918,0.0,0.0
48,670.9333333333333,289.430859139488,26.57,22.946425284417046,56.593333333333334,48.17448794630711,245.90333333333334,230.01788478773184,0.0,0.0
49,657.55,297.7512958270148,26.35,22.835662898194993,56.08,47.67109816230372,260.02,240.37957400744344,0.0,0.0
50,645.2066666666667,305.2630296791422,25.726666666666667,23.02271245724293,54.76,46.1010744632559,274.3066666666667,250.59027506181405,0.0,0.0
51,633.6066666666667,312.0553774928774,23.94333333333333,21.76756276869066,54.62,45.76704345559875,287.83,260.1113756963863,0.0,0.0
52,622.6133333333333,318.2781233798864,22.593333333333334,20.868827364170624,53.196666666666665,44.86362285366122,301.5966666666667,269.3828885722987,0.0,0.0
53,612.01,324.2664592070332,21.596666666666668,20.378272470670552,51.46666666666667,43.83190111728622,314.9266666666667,278.2889648468936,0.0,0.0
54,601.78,329.57182059959763,20.833333333333332,20.527677792569623,49.583333333333336,42.547499600120084,327.80333333333334,286.4153010150742,0.0,0.0
55,592.1733333333333,334.5922742018345,19.836666666666666,20.1448915498584,47.833333333333336,41.68939380172792,340.1566666666667,294.2069885679505,0.0,0.0
56,583.1933333333334,339.15888502129604,18.586666666666666,19.49160047017402,46.086666666666666,40.97559219285977,352.1333333333333,301.57003977333153,0.0,0.0
57,575.06,343.188407535375,17.113333333333333,18.572394089675708,44.44,40.36260315357933,363.38666666666666,308.11424908447356,0.0,0.0
58,567.14,347.1072846637861,16.053333333333335,17.837894743743984,42.346666666666664,39.707595690945,374.46,314.61445463720617,0.0,0.0
59,559.4666666666667,350.7536774179596,15.593333333333334,18.22748717977575,40.11666666666667,38.239025295574116,384.8233333333333,320.2577796956002,0.0,0.0
60,552.6,354.00904884856635,14.54,17.860432992138435,38.04333333333334,37.498908280404976,394.81666666666666,325.7796950735604,0.0,0.0
61,546.4466666666667,357.00745158734276,13.02,16.372932948416217,35.89666666666667,36.91557018687671,404.63666666666666,331.05460474402423,0.0,0.0
62,540.48,359.816383173418,12.12,15.826736871509548,33.91,35.9755736576917,413.49,335.74940541024574,0.0,0.0
63,535.0433333333333,362.27273536506857,11.403333333333334,15.990017371959135,31.636666666666667,34.508230741214284,421.9166666666667,339.94218585256823,0.0,0.0
64,529.9033333333333,364.7624898326156,10.576666666666666,15.381941432154191,29.683333333333334,33.668131156266405,429.83666666666664,344.03509993733036,0.0,0.0
65,525.2633333333333,366.8405475437826,9.78,14.884385554443721,27.676666666666666,32.68657403617306,437.28,347.7987755393435,0.0,0.0
66,521.0966666666667,368.73033595780487,8.806666666666667,14.345357746981735,25.913333333333334,31.64015100399419,444.18333333333334,351.1566075920481,0.0,0.0
67,517.18,370.54815377581724,8.083333333333334,13.437375322419024,24.01,31.003492813982504,450.7266666666667,354.517623382659,0.0,0.0
68,513.5633333333334,372.20922340652567,7.533333333333333,12.876421172912229,22.18,30.09752370766297,456.72333333333336,357.44843001784494,0.0,0.0
69,510.38,373.71421648098976,6.8,12.448293055676352,20.583333333333332,28.922477802260023,462.2366666666667,360.03566581042435,0.0,0.0
70,507.38,375.16075079002235,6.183333333333334,11.928246122358292,19.006666666666668,27.865509545354126,467.43,362.58648407425954,0.0,0.0
71,504.7733333333333,376.31044181928087,5.6066666666666665,11.644395886243128,17.516666666666666,26.944691293256422,472.10333333333335,364.81375063935786,0.0,0.0
72,502.24,377.5277593325643,5.14,11.645330967101515,16.17,25.97115900378728,476.45,366.9200741760164,0.0,0.0
73,500.07,378.6277922973961,4.703333333333333,10.60732398968854,14.733333333333333,24.797222066639296,480.49333333333334,368.7408529336317,0.0,0.0
74,498.0566666666667,379.6874856890712,4.183333333333334,9.303210318068816,13.603333333333333,24.136956219779574,484.1566666666667,370.4794354916643,0.0,0.0
75,496.28333333333336,380.6200420220784,3.7866666666666666,8.8450262231883,12.543333333333333,23.29065883329388,487.38666666666666,372.04159779369934,0.0,0.0
76,494.7366666666667,381.45859625332264,3.32,8.272702097863792,11.413333333333334,21.891303194546346,490.53,373.5726289491778,0.0,0.0
77,493.4266666666667,382.18006832149433,2.8566666666666665,7.379890845323466,10.25,20.704125997813417,493.46666666666664,375.0700941898134,0.0,0.0
78,492.1666666666667,382.8566993304706,2.57,6.962645569992304,9.363333333333333,19.488919643964074,495.9,376.2937372142494,0.0,0.0
79,491.0466666666667,383.49486457520595,2.38,6.605724789907603,8.203333333333333,17.72254653134124,498.37,377.53001615765595,0.0,0.0
80,490.06,384.0746929092483,2.1066666666666665,5.947152446526171,7.45,16.68754525586873,500.3833333333333,378.59933490286153,0.0,0.0
81,489.24,384.56605293065917,1.8066666666666666,5.151306198970845,6.736666666666666,15.66760954609507,502.21666666666664,379.59619297646066,0.0,0.0
82,488.50666666666666,384.9815709297728,1.5533333333333332,4.938335302058323,6.013333333333334,14.48009515008637,503.9266666666667,380.5355190897282,0.0,0.0
83,487.8333333333333,385.39732600121795,1.4066666666666667,4.791793911353951,5.343333333333334,13.148591390546558,505.4166666666667,381.36541058267085,0.0,0.0
84,487.2366666666667,385.76453179224353,1.27,4.053447092701888,4.903333333333333,12.964592379074444,506.59,382.0486643086191,0.0,0.0
85,486.7133333333333,386.08372730392136,1.12,4.00403130190894,4.23,11.613373038585,507.93666666666667,382.82528563591785,0.0,0.0
86,486.2733333333333,386.36839754594564,0.9633333333333334,3.4912255091236313,3.8066666666666666,10.718331130461584,508.95666666666665,383.4051140185216,0.0,0.0
87,485.8333333333333,386.6524437039319,0.88,3.0841962756391816,3.3533333333333335,9.97973724882353,509.93333333333334,383.9877978385367,0.0,0.0
88,485.4766666666667,386.88760140669024,0.7966666666666666,2.8051123962428983,2.9566666666666666,8.852200605248155,510.77,384.47587323523965,0.0,0.0
89,485.1666666666667,387.09388898417006,0.6666666666666666,2.415689457599118,2.6566666666666667,8.082416442844028,511.51,384.93380803284435,0.0,0.0
90,484.88666666666666,387.2821888781128,0.59,2.137420563826092,2.33,7.217647354459312,512.1933333333334,385.3645840268957,0.0,0.0
91,484.63666666666666,387.4546141019469,0.53,1.8607614928661107,2.046666666666667,6.505215001998195,512.7866666666666,385.7383929844452,0.0,0.0
92,484.47333333333336,387.5637873807211,0.41333333333333333,1.6680794012542985,1.8666666666666667,5.907810273038743,513.2466666666667,386.03428063090735,0.0,0.0
93,484.31,387.6758017123759,0.32666666666666666,1.5253269230634605,1.6233333333333333,5.1232921273554295,513.74,386.35629376694925,0.0,0.0
94,484.19666666666666,387.7556679004047,0.27666666666666667,1.200050924845365,1.36,4.61704089939287,514.1666666666666,386.6395981904711,0.0,0.0
95,484.05,387.85829134706756,0.26,1.2379014500355068,1.19,3.8384762601845024,514.5,386.85168992780683,0.0,0.0
96,483.94,387.9376621743928,0.25666666666666665,1.1419817083571056,0.98,3.1579951446025554,514.8233333333334,387.0695873554978,0.0,0.0
97,483.86,387.99373757832706,0.19,0.9168242288828696,0.8666666666666667,3.012566274052004,515.0833333333334,387.25047414073276,0.0,0.0
98,483.75,388.0712058802267,0.19,1.071089787708445,0.7566666666666667,2.581496120900095,515.3033333333333,387.4025184768707,0.0,0.0
99,483.7133333333333,388.0968407784612,0.14666666666666667,0.7246761728907336,0.6333333333333333,2.505771116620364,515.5066666666667,387.54644017057996,0.0,0.0
100,483.6433333333333,388.14566353654163,0.10666666666666667,0.6444291185917116,0.5933333333333334,2.59768272803965,515.6566666666666,387.6535723067984,0.0,0.0
101,483.6066666666667,388.1706737448821,0.11,0.5458021619598092,0.43666666666666665,1.8848489476760617,515.8466666666667,387.78244307285956,0.0,0.0
102,483.56666666666666,388.2004279006173,0.08,0.35627704575699626,0.3933333333333333,1.9110090412019338,515.96,387.8635478274973,0.0,0.0
103,483.51666666666665,388.2361090739615,0.09333333333333334,0.6360992235667502,0.3233333333333333,1.6079351838788585,516.0666666666667,387.94078872368596,0.0,0.0
104,483.49333333333334,388.2508595683409,0.07666666666666666,0.5203737972735478,0.27666666666666667,1.361416745730552,516.1533333333333,387.99874117779757,0.0,0.0
105,483.4766666666667,388.2629213847519,0.043333333333333335,0.2479023105087085,0.24333333333333335,1.1419817083571069,516.2366666666667,388.05674068219565,0.0,0.0
106,483.45666666666665,388.27615789395145,0.04,0.2916619047230312,0.22,1.082404730218788,516.2833333333333,388.0902339949078,0.0,0.0
107,483.43333333333334,388.29313525851694,0.04666666666666667,0.33339999333466447,0.19,0.9348261870529737,516.33,388.1237273945861,0.0,0.0
108,483.41333333333336,388.305673178003,0.04666666666666667,0.2789663460387691,0.16,0.8006663891201282,516.38,388.1602018067627,0.0,0.0
